All players have been distributed among groups g1 to g10 with the distribution provided
Player distribution:
Group 9: 45 players
  0%|          | 0/100 [00:00<?, ?it/s]0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
0.8620840630472855 0
  1%|          | 1/100 [00:00<00:37,  2.63it/s]0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
0.7873874155616714 0
  2%|▏         | 2/100 [00:00<00:24,  3.95it/s]0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.6895796847635727 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
0.8563922942206655 0
  4%|▍         | 4/100 [00:00<00:21,  4.51it/s]0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
0.8231173380035027 0
  5%|▌         | 5/100 [00:01<00:20,  4.62it/s]0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
0.8394883118860885 0
